                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.19251,                0.30239,                0.15516,                 0.8554,                0.99795,                0.97746,                0.97919,                 0.9758,                0.99795,                0.97746,                0.97919,                  0.972,                 0.1089,                0.30252,                0.10635,                 0.7887,             0.00041499,             0.00041499,             0.00041499
                     96,                 0.1887,                0.30268,                0.15286,                0.85348,                0.99774,                0.97746,                0.98305,                0.97841,                0.99774,                0.97746,                0.98305,                0.97469,                0.11172,                0.26946,                0.10449,                0.79071,             0.00041118,             0.00041118,             0.00041118
                     97,                0.18939,                0.30049,                0.15331,                0.85097,                0.99723,                0.97746,                0.98379,                0.97969,                0.99723,                0.97746,                0.98379,                0.97549,                0.09415,                0.24913,                0.08746,                0.78346,             0.00040738,             0.00040738,             0.00040738
                     98,                0.19437,                0.30561,                0.15339,                0.85443,                0.99874,                0.97746,                0.98456,                0.98011,                0.99874,                0.97746,                0.98456,                0.97826,                0.09585,                0.29328,                0.09406,                0.78373,             0.00040357,             0.00040357,             0.00040357
                     99,                0.19345,                0.29811,                0.15508,                  0.852,                0.99782,                0.97746,                0.98296,                 0.9774,                0.99782,                0.97746,                0.98296,                0.97039,                0.09449,                0.19746,                0.09008,                0.78302,             0.00039976,             0.00039976,             0.00039976
                    100,                0.19046,                0.31259,                0.15168,                0.84974,                0.99788,                0.97746,                0.98297,                 0.9796,                0.99788,                0.97746,                0.98297,                0.97599,                 0.0983,                0.22743,                0.09044,                0.78453,             0.00039596,             0.00039596,             0.00039596
                    101,                0.19125,                0.30168,                0.15294,                0.85552,                0.99793,                0.97746,                0.98294,                0.97728,                0.99793,                0.97746,                0.98294,                0.97419,                0.09916,                0.25867,                0.09858,                0.78302,             0.00039215,             0.00039215,             0.00039215
                    102,                0.19172,                0.30004,                0.14786,                0.84947,                0.99853,                0.97746,                0.98321,                0.97836,                0.99853,                0.97746,                0.98321,                0.97528,                0.09267,                0.29217,                0.08987,                0.78318,             0.00038835,             0.00038835,             0.00038835
                    103,                 0.1875,                0.31201,                0.14638,                0.85835,                0.99796,                0.97746,                0.98011,                0.97383,                0.99796,                0.97746,                0.98011,                0.96822,                0.09206,                0.25489,                0.09168,                0.78226,             0.00038454,             0.00038454,             0.00038454
                    104,                0.19309,                0.30764,                0.14932,                 0.8545,                0.99817,                0.97746,                0.98313,                0.97756,                0.99817,                0.97746,                0.98313,                0.97414,                0.09501,                0.29105,                0.09404,                0.78331,             0.00038073,             0.00038073,             0.00038073
